window,family_name,observed_tes,total_tes,observed_or,fisher_p_raw,random_or_mean,random_or_sd,random_or_quantile_of_observed,or_observed_to_random,empirical_p_raw,n_permutations,fisher_p_adjusted,empirical_p_adjusted,significant
10kb,5S-Deu-L2,309,2019,1.8884701385671054,1.256821161060714e-21,1.5922473837179987,0.15181363198745862,0.968,1.1860406604389626,0.06400000000000006,500,3.326879543984243e-21,0.10285714285714295,True
10kb,Alu,211643,1164096,2.3232728965997227,0.0,1.5351432215700225,0.006380149503117015,1.0,1.5133916262377551,0.003992015968063872,500,0.0,0.008554319931565439,True
10kb,CR1,8795,49193,2.2752617406451816,0.0,2.164220665864913,0.04050041184536389,0.996,1.0513076492298867,0.008000000000000007,500,0.0,0.015652173913043493,True
10kb,Crypton,25,305,0.933102806061156,0.8391889232156486,1.5200639943857237,0.36116302548905055,0.034,0.6138575806726047,0.068,500,0.972855276084681,0.10551724137931034,False
10kb,Crypton-A,12,150,0.9087609956904336,0.8850156830490384,1.57120408642309,0.5665897701474539,0.09,0.5783850764793165,0.18,500,0.972855276084681,0.23823529411764705,False
10kb,Dong-R4,69,503,1.6615251752079607,0.00019281485770833627,2.187763193307156,0.4077697980402156,0.08,0.7594629895460935,0.16,500,0.0003337180229567359,0.2181818181818182,True
10kb,ERV1,15501,116610,1.6022368545274372,0.0,1.777234221542296,0.0215936240029463,0.0,0.9015338749987636,0.003992015968063872,500,0.0,0.008554319931565439,True
10kb,ERVK,1238,7870,1.9508532916392636,8.205795754670562e-89,1.7782299583709678,0.0825481407202044,0.976,1.0970759335459828,0.04800000000000004,500,3.0771734080014605e-88,0.08000000000000007,True
10kb,ERVL,9949,116199,0.9785829974437318,0.039142557123747264,1.697779597268004,0.020776773877046774,0.0,0.5763898912546873,0.003992015968063872,500,0.0587138356856209,0.008554319931565439,False
10kb,ERVL-MaLR,21431,259882,0.9392659928180683,8.013508908678122e-19,1.5990667650201371,0.013078509693161782,0.0,0.5873838499834246,0.003992015968063872,500,2.0033772271695303e-18,0.008554319931565439,True
10kb,Gypsy,1622,18413,1.0095360539364349,0.7147675275361766,1.706530523519118,0.052593578881211384,0.0,0.5915722221332569,0.003992015968063872,500,0.8934594094202206,0.008554319931565439,False
10kb,Helitron,173,1869,1.0660259906185654,0.41266152618336444,1.6137594996877738,0.1629313008338506,0.0,0.660585416119823,0.003992015968063872,500,0.5803052711953562,0.008554319931565439,False
10kb,I-Jockey,18,132,1.6501187003579119,0.061676682315485815,1.5802882263080282,0.6128647187183938,0.554,1.0441884416319585,0.8919999999999999,500,0.08953066787731812,0.9122727272727272,False
10kb,Kolobok,33,404,0.9295816609808816,0.79124332829489,1.5658919749456546,0.3325555867177347,0.02,0.5936435436506681,0.04,500,0.9623229668451365,0.072,False
10kb,L1,83975,565459,1.822955869674684,0.0,2.6635077542155825,0.013185232543950858,0.0,0.6844192087631276,0.003992015968063872,500,0.0,0.008554319931565439,True
10kb,L1-Tx1,13,151,0.9844910822809876,1.0,1.7463938184591774,0.5902119449605887,0.05,0.5637279930076667,0.1,500,1.0,0.15000000000000002,False
10kb,L2,74520,373176,2.608089130640233,0.0,2.1197662159736574,0.013841262361129198,1.0,1.2303664012506574,0.003992015968063872,500,0.0,0.008554319931565439,True
10kb,MIR,89709,534149,2.109821362409968,0.0,1.5326130436576135,0.00877263508903698,1.0,1.3766171253344122,0.003992015968063872,500,0.0,0.008554319931565439,True
10kb,MULE-MuDR,212,2459,0.9860076959564614,0.8863792515438205,1.8534097137382017,0.15018665475605034,0.0,0.5319966161004686,0.003992015968063872,500,0.972855276084681,0.008554319931565439,False
10kb,Merlin,10,232,0.4707545524821238,0.014089257689281397,1.5660482606573465,0.4469995896156439,0.0,0.3006002843644967,0.003992015968063872,500,0.021862641241988372,0.008554319931565439,True
10kb,PIF-Harbinger,16,402,0.43319173857045923,0.00027260411752050263,1.6563152976063407,0.3448232626485633,0.0,0.26153941776453765,0.003992015968063872,500,0.0004543401958675044,0.008554319931565439,True
10kb,Penelope,120,779,1.9030203974473787,1.6643016711359931e-09,1.6673536580263417,0.2555720600773238,0.836,1.1413417833022883,0.32800000000000007,500,3.1205656333799872e-09,0.4100000000000001,True
10kb,PiggyBac,185,2156,0.9809178088932972,0.8487144638612993,1.565221118822437,0.1367787508097949,0.0,0.626695996557516,0.003992015968063872,500,0.972855276084681,0.008554319931565439,False
10kb,RTE-BovB,810,5031,2.0054776925452327,5.249090197208402e-63,2.17851914916454,0.1205394065368907,0.064,0.9205692285580007,0.128,500,1.8169927605721395e-62,0.18,True
10kb,RTE-X,1610,10790,1.8328709288690188,8.757104714646248e-97,2.39501667877445,0.09149916770142838,0.0,0.7652852462835099,0.003992015968063872,500,3.5824519287189196e-96,0.008554319931565439,True
10kb,SVA,1170,6274,2.3956524032152684,9.310337567003153e-133,1.7506958992659638,0.09412519421347317,1.0,1.3684000769178266,0.003992015968063872,500,4.1896519051514187e-132,0.008554319931565439,True
10kb,TcMar,16,223,0.8077875440028374,0.47698467553149826,1.5659226740878252,0.4455386122116794,0.022,0.5158540439893601,0.044,500,0.6504336484520431,0.07615384615384616,False
10kb,TcMar-Mariner,1513,15617,1.1211001493961092,3.079350504917712e-05,1.5462796698483494,0.050182714136842756,0.0,0.7250306469502121,0.003992015968063872,500,5.5428309088518816e-05,0.008554319931565439,True
10kb,TcMar-Pogo,3,37,0.922125131202766,1.0,1.6383023211804195,1.2734508017525847,0.26,0.5628540711206232,0.52,500,1.0,0.5751219512195123,False
10kb,TcMar-Tc1,132,701,2.424428102911816,6.7318915176109e-17,1.56581005735211,0.24697647394063008,0.996,1.548353896137113,0.008000000000000007,500,1.5146755914624525e-16,0.015652173913043493,True
10kb,TcMar-Tc2,775,6918,1.318466218343441,2.655214236579879e-12,1.6099868659117724,0.08261575637731801,0.0,0.8189297976643825,0.003992015968063872,500,5.431120029367935e-12,0.008554319931565439,True
10kb,TcMar-Tigger,11686,106067,1.2939963880297698,1.650434117386077e-142,1.6459076705193616,0.021400347746387313,0.0,0.7861901437165384,0.003992015968063872,500,8.252170586930385e-142,0.008554319931565439,True
10kb,hAT,275,3038,1.0401580795057472,0.5205386788820517,1.5464586241517913,0.12013984647625466,0.0,0.672606472142931,0.003992015968063872,500,0.688948251461539,0.008554319931565439,False
10kb,hAT-Ac,549,3692,1.8254749614457921,9.156135777084665e-34,1.935910488548371,0.13156373018281364,0.194,0.9429542183092421,0.388,500,2.7468407331253998e-33,0.4594736842105263,True
10kb,hAT-Blackjack,1983,16167,1.4610750039305582,1.9930628548787616e-51,1.5580215731662346,0.04988935619447491,0.018,0.9377758492530626,0.036,500,6.406273462110305e-51,0.06749999999999999,True
10kb,hAT-Charlie,31570,232104,1.6453331213013533,0.0,1.5804522400350816,0.013212791694935921,1.0,1.0410520986479361,0.003992015968063872,500,0.0,0.008554319931565439,True
10kb,hAT-Tag1,325,1849,2.2286722256333813,2.7662341722486757e-33,2.1212739713987987,0.20263945734587144,0.714,1.050629129326356,0.5720000000000001,500,7.7800336094494e-33,0.6128571428571429,True
10kb,hAT-Tip100,7629,57232,1.6073549468712756,2.731598035343319e-290,1.6254858468517495,0.027894823166493537,0.262,0.9888458579841898,0.524,500,1.5365238948806167e-289,0.5751219512195123,True
10kb,hAT-Tip100?,4,67,0.6635397726239586,0.6621501088589132,1.7986007099597936,0.94233565173481,0.054,0.3689199992803247,0.108,500,0.8513358542471742,0.1567741935483871,False
10kb,hAT-hAT19,1,18,0.614750086625483,1.0,1.7077858066699418,2.339667453954101,0.176,0.3599690805629782,0.352,500,1.0,0.4281081081081081,False
10kb,hAT?,3,34,1.0113630481920621,1.0,1.993731296142782,1.7068329295102402,0.206,0.5072714914736599,0.412,500,1.0,0.47538461538461535,False
10kb,tRNA,236,1612,1.7924260890057244,1.0141917617797791e-14,1.5751130092118593,0.17013877512328626,0.898,1.137966659232027,0.20399999999999996,500,2.1732680609566696e-14,0.26228571428571423,True
10kb,tRNA-Deu,56,455,1.4667722359042348,0.00979025138547958,1.5708087871021577,0.32719339512239753,0.374,0.9337687998360065,0.748,500,0.01573433258380647,0.7827906976744186,True
10kb,tRNA-RTE,527,4154,1.5184862639092769,1.5853479083620725e-17,1.5244671176216766,0.09951816687082533,0.494,0.9960767578104731,0.988,500,3.7547713619101715e-17,0.988,True
20kb,5S-Deu-L2,521,2019,1.8426015229416293,4.39794592337548e-30,1.8079788429210706,0.1554856840395578,0.584,1.0191499364918566,0.8320000000000001,500,8.6046768066042e-30,0.8509090909090911,True
20kb,Alu,460421,1164096,3.4687733428970953,0.0,1.78728742539738,0.006402868230229644,1.0,1.9408033053921692,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,CR1,15299,49193,2.3914061220752836,0.0,2.223989746187226,0.03693863246183718,1.0,1.075277494500626,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,Crypton,45,305,0.9169474963218612,0.6387029115726343,1.7958249303172784,0.4128638394831389,0.0,0.5105996029133302,0.003992015968063872,500,0.6843245481135367,0.007185628742514969,False
20kb,Crypton-A,21,150,0.862451909951373,0.5781411832125447,1.8137252474441925,0.5703903560165131,0.01,0.4755140896708007,0.02,500,0.6434523396220292,0.030000000000000027,False
20kb,Dong-R4,107,503,1.4315084859713205,0.0014673061496269031,2.2468719069197642,0.3829119114670977,0.004,0.6371117470304637,0.008,500,0.0018865364780917325,0.013846153846153848,True
20kb,ERV1,29728,116610,1.812812490269122,0.0,1.9560336480906118,0.021883629717943078,0.0,0.9267798087413806,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,ERVK,2572,7870,2.571968802553853,4.852222714451905e-296,1.9608457236081456,0.08390209628549193,1.0,1.3116630092760089,0.003992015968063872,500,1.8195835179194644e-295,0.007185628742514969,True
20kb,ERVL,22068,116199,1.242050869225938,1.3630551279113784e-176,1.900432703151791,0.021231916399378808,0.0,0.6535621425405103,0.003992015968063872,500,4.381248625429431e-176,0.007185628742514969,True
20kb,ERVL-MaLR,48383,259882,1.2119848946993805,7.728366981523815e-306,1.8311602805992877,0.013144870467958737,0.0,0.6618671819938841,0.003992015968063872,500,3.161604674259743e-305,0.007185628742514969,True
20kb,Gypsy,3327,18413,1.168380836008001,1.3625918551874996e-15,1.9036808440676016,0.0532291423021735,0.0,0.6137482759512973,0.003992015968063872,500,2.2709864253124995e-15,0.007185628742514969,True
20kb,Helitron,372,1869,1.3165171617233478,3.7184943456377576e-06,1.8394103808001665,0.15319023572776408,0.0,0.7157278090116281,0.003992015968063872,500,5.577741518456636e-06,0.007185628742514969,True
20kb,I-Jockey,40,132,2.3034431102325548,3.6293981113088436e-05,1.913775234691037,0.6686619287939782,0.754,1.20361214236552,0.492,500,4.949179242693878e-05,0.5826315789473684,True
20kb,Kolobok,68,404,1.072197884817313,0.586256576100071,1.8242774316163777,0.33850834216194786,0.0,0.5877383923273698,0.003992015968063872,500,0.6434523396220292,0.007185628742514969,False
20kb,L1,149405,565459,1.9027552846109914,0.0,2.5782254538882934,0.012827809694983804,0.0,0.7380096576664362,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,L1-Tx1,22,151,0.9035210503458949,0.7387947373507409,1.9998546741096603,0.6548608402720544,0.01,0.4517933538086433,0.02,500,0.7731572832740311,0.030000000000000027,False
20kb,L2,127296,373176,2.7432655023195953,0.0,2.1916199553451325,0.012995828558527045,1.0,1.2517067549184597,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,MIR,169137,534149,2.455414187302246,0.0,1.7843802685463157,0.009256991676498594,1.0,1.376059929928839,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,MULE-MuDR,479,2459,1.281668534447405,2.0216521574540224e-06,2.0083084538134863,0.15045898450585846,0.0,0.6381831097776353,0.003992015968063872,500,3.1370464512217586e-06,0.007185628742514969,True
20kb,Merlin,16,232,0.3924384182318049,6.573495526837837e-05,1.8039127647309146,0.4529401880641069,0.0,0.21754844574778762,0.003992015968063872,500,8.700214667873608e-05,0.007185628742514969,True
20kb,PIF-Harbinger,33,402,0.473797591128225,7.993898828122302e-06,1.9019090182729927,0.36850022755924317,0.0,0.24911685394838268,0.003992015968063872,500,1.1604046685983988e-05,0.007185628742514969,True
20kb,Penelope,222,779,2.1115588437917148,8.745679899121528e-19,1.9061828016959157,0.2575341494337926,0.794,1.1077420496675752,0.4119999999999999,500,1.5136753671556494e-18,0.501081081081081,True
20kb,PiggyBac,471,2156,1.4809024203475214,4.39434047288374e-13,1.830974540491683,0.15104672627552806,0.012,0.808805577356551,0.024,500,7.062332902848868e-13,0.03483870967741936,True
20kb,RTE-BovB,1451,5031,2.1472883745123905,4.731805004327537e-118,2.2252053117038035,0.11993908012106053,0.276,0.9649843828874589,0.552,500,1.3308201574671198e-117,0.6210000000000001,True
20kb,RTE-X,2892,10790,1.9399373089446257,9.266354676137357e-183,2.392241775935019,0.08623827972544378,0.0,0.8109286145153083,0.003992015968063872,500,3.207584310970624e-182,0.007185628742514969,True
20kb,SVA,2377,6274,3.2315101395898296,0.0,1.9403155207848621,0.09135407174123153,1.0,1.6654560070120328,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,TcMar,22,223,0.5798717029573174,0.013032555422210587,1.8447533875500686,0.47512375209343677,0.0,0.31433562169923324,0.003992015968063872,500,0.016290694277763234,0.007185628742514969,True
20kb,TcMar-Mariner,3259,15617,1.3971476004995091,1.2408091405758654e-60,1.7960342389098565,0.054043576085212694,0.0,0.7779069965545531,0.003992015968063872,500,2.7256900268173907e-60,0.007185628742514969,True
20kb,TcMar-Pogo,5,37,0.8277998281454455,0.824871921692355,2.0383273653959098,1.5327557011443034,0.114,0.4061172126709194,0.228,500,0.8436190108217267,0.29314285714285715,False
20kb,TcMar-Tc1,231,701,2.603871532566665,8.240719036830116e-29,1.8151976886838619,0.25935705440487294,0.99,1.4344837197620297,0.020000000000000018,500,1.5451348194056466e-28,0.030000000000000027,True
20kb,TcMar-Tc2,1684,6918,1.7045678244186737,1.4704656667771973e-73,1.841910018270064,0.0753708838411241,0.02,0.9254349058916661,0.04,500,3.676164166942993e-73,0.05625,True
20kb,TcMar-Tigger,25246,106067,1.6549406798977622,0.0,1.8630213951031376,0.021141911659951707,0.0,0.8883100775158538,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,hAT,528,3038,1.114462745665838,0.025450039771017015,1.8123275992618095,0.11804453182470437,0.0,0.6149344887313843,0.003992015968063872,500,0.030952751072858532,0.007185628742514969,True
20kb,hAT-Ac,998,3692,1.9626311441485262,3.2729185594684317e-66,2.073908374905605,0.12835611250975576,0.198,0.9463441914293134,0.396,500,7.751649219793654e-66,0.495,True
20kb,hAT-Blackjack,3891,16167,1.6792333033279416,5.34538963986189e-159,1.8010421859716443,0.053498637059830795,0.008,0.9323675571885686,0.016,500,1.6036168919585671e-158,0.02666666666666667,True
20kb,hAT-Charlie,63309,232104,1.9871871882654037,0.0,1.817814261699039,0.014886361840565335,1.0,1.0931739452896903,0.003992015968063872,500,0.0,0.007185628742514969,True
20kb,hAT-Tag1,648,1849,2.85849656673034,4.617332754742336e-90,2.1912418973378887,0.19534975850437608,1.0,1.3045098171055831,0.003992015968063872,500,1.2222351409612066e-89,0.007185628742514969,True
20kb,hAT-Tip100,14881,57232,1.8615718241574413,0.0,1.8511033297739599,0.03030311017413114,0.64,1.0056552728392314,0.72,500,0.0,0.7714285714285714,True
20kb,hAT-Tip100?,10,67,0.9294594566912844,1.0,2.007841045652922,0.9488584035844457,0.064,0.4629148600700297,0.128,500,1.0,0.16941176470588237,False
20kb,hAT-hAT19,1,18,0.31164228750715506,0.3404057505286494,2.3632358561804114,5.6617262982660055,0.046,0.13187100504257246,0.092,500,0.39277586599459546,0.12545454545454546,False
20kb,hAT?,9,34,1.907250824551422,0.09964557386372509,2.238612398686625,2.710596281096385,0.476,0.8519790320425233,0.952,500,0.11800133747020077,0.952,False
20kb,tRNA,400,1612,1.7484886944030267,2.719105837478271e-20,1.814903658821191,0.17896886958679087,0.374,0.9634057906625733,0.748,500,4.8943905074608875e-20,0.7827906976744186,True
20kb,tRNA-Deu,107,455,1.628957962129453,2.1412109417934034e-05,1.7915380493232351,0.34414276889496304,0.326,0.9092511112140779,0.652,500,3.0110778868969735e-05,0.7156097560975611,True
20kb,tRNA-RTE,1074,4154,1.847393043472568,1.271988679181449e-60,1.7891348610131113,0.09652416057969129,0.734,1.0325622085450101,0.532,500,2.7256900268173907e-60,0.6138461538461538,True
